replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	Accession	System	Length_sys	Dist_sys_close	Sys_close	Nb_sys_close	ID_sys_close	Type_sys_close	Assembly	Nuccore	Superkingdom	Phylum	Class	Order	Family	Subfamily	Genus	Species	Genus_source
GCA_016811595.1_ASM1681159v1_translated_cds	lcl|MW435855.1_prot_QQV92774.1_71	narp1_namat	71	ADF/NADP/NARP1	GCA_016811595.1_ASM1681159v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	491	2.0999999999999997e-127	418.5	0.608	0.642	8	322	QQV92774.1	NARP1	2	18002.0					GCA_016811595	MW435855.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Lclasvirinae	Bronvirus	Bronvirus ohshaghennessy	Mycobacterium
GCA_016600845.1_ASM1660084v1_translated_cds	lcl|MW296032.1_prot_QQK87994.1_118	narp1_namat	118	ADF/NADP/NARP1	GCA_016600845.1_ASM1660084v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	556	3.7999999999999997e-208	685.4	0.989	0.973	1	541	QQK87994.1	NARP1	2						GCA_016600845	MW296032.1	Viruses	Uroviricota	Caudoviricetes					Salmonella phage pSal-SNUABM-01	Salmonella
GCA_016600845.1_ASM1660084v1_translated_cds	lcl|MW296032.1_prot_QQK87995.1_119	narp1_adps	119	ADF/NADP/NARP1	GCA_016600845.1_ASM1660084v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	296	1.6e-84	276.7	0.858	0.936	8	284	QQK87995.1	NARP1	2						GCA_016600845	MW296032.1	Viruses	Uroviricota	Caudoviricetes					Salmonella phage pSal-SNUABM-01	Salmonella
GCA_016653715.1_ASM1665371v1_translated_cds	lcl|MT949699.1_prot_QQM13857.1_123	atd1	123	ADF/Anti_Thoeris/atd1	GCA_016653715.1_ASM1665371v1_translated_cds_atd1_2	1	1	1.0	1	atd1	mandatory	208	3.2e-21	69.3	0.931	0.38	2	80	QQM13857.1	atd1	1	14407.0					GCA_016653715	MT949699.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Twarogvirinae	Hadassahvirus	Acinetobacter phage Maestro	Acinetobacter
GCA_016653715.1_ASM1665371v1_translated_cds	lcl|MT949699.1_prot_QQM13891.1_157	acb1	157	ADF/Anti_CBASS/acb1	GCA_016653715.1_ASM1665371v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	152	9.2e-63	204.4	0.993	0.993	1	151	QQM13891.1	acb1	1	14407.0					GCA_016653715	MT949699.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Twarogvirinae	Hadassahvirus	Acinetobacter phage Maestro	Acinetobacter
GCA_016653855.1_ASM1665385v1_translated_cds	lcl|MW286157.1_prot_QQM15587.1_22	dmd	22	ADF/Anti_TA/dmd	GCA_016653855.1_ASM1665385v1_translated_cds_dmd_6	1	1	1.0	1	dmd	mandatory	60	5.9e-35	113.2	0.939	1.0	1	60	QQM15587.1	dmd	1	2.0	1.0	2.0	GCA_016653855.1_ASM1665385v1_translated_cds_tifa_8|GCA_016653855.1_ASM1665385v1_translated_cds_adfa_3	adfa|tifa	GCA_016653855	MW286157.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus sf23	Escherichia
GCA_016653855.1_ASM1665385v1_translated_cds	lcl|MW286157.1_prot_QQM15588.1_23	tifa	23	ADF/Anti_TA/tifa	GCA_016653855.1_ASM1665385v1_translated_cds_tifa_8	1	1	1.0	1	tifa	mandatory	85	1e-48	157.1	1.0	0.976	1	83	QQM15588.1	tifa	1	2.0	1.0	2.0	GCA_016653855.1_ASM1665385v1_translated_cds_dmd_6|GCA_016653855.1_ASM1665385v1_translated_cds_adfa_3	adfa|dmd	GCA_016653855	MW286157.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus sf23	Escherichia
GCA_016653855.1_ASM1665385v1_translated_cds	lcl|MW286157.1_prot_QQM15590.1_25	adfa	25	ADF/Anti_DarTG/adfa	GCA_016653855.1_ASM1665385v1_translated_cds_adfa_3	1	1	1.0	1	adfa	mandatory	212	1.5e-137	449.7	1.0	1.0	1	212	QQM15590.1	adfa	1	356.0	1.0	2.0	GCA_016653855.1_ASM1665385v1_translated_cds_dmd_6|GCA_016653855.1_ASM1665385v1_translated_cds_tifa_8	dmd|tifa	GCA_016653855	MW286157.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus sf23	Escherichia
GCA_016653855.1_ASM1665385v1_translated_cds	lcl|MW286157.1_prot_QQM15646.1_81	arn	81	ADF/Anti_RM/arn	GCA_016653855.1_ASM1665385v1_translated_cds_arn_5	1	1	1.0	1	arn	mandatory	92	9.4e-63	202.9	1.0	1.0	1	92	QQM15646.1	arn	1	25738.0					GCA_016653855	MW286157.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus sf23	Escherichia
GCA_016653855.1_ASM1665385v1_translated_cds	lcl|MW286157.1_prot_QQM15702.1_137	alt	137	ADF/Anti_TA/alt	GCA_016653855.1_ASM1665385v1_translated_cds_alt_4	1	1	1.0	2	alt	mandatory	697	1.1e-269	890.5	0.999	0.999	1	696	QQM15702.1	alt	2	35218.0					GCA_016653855	MW286157.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus sf23	Escherichia
GCA_016653855.1_ASM1665385v1_translated_cds	lcl|MW286157.1_prot_QQM15703.1_138	alt	138	ADF/Anti_TA/alt	GCA_016653855.1_ASM1665385v1_translated_cds_alt_4	1	1	1.0	2	alt	mandatory	685	1.8e-240	794.1	0.997	0.999	1	684	QQM15703.1	alt	2	35218.0					GCA_016653855	MW286157.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus sf23	Escherichia
GCA_016653855.1_ASM1665385v1_translated_cds	lcl|MW286157.1_prot_QQM15754.1_189	acb1	189	ADF/Anti_CBASS/acb1	GCA_016653855.1_ASM1665385v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	151	5.8e-69	224.6	0.993	0.987	1	149	QQM15754.1	acb1	1	73.0	1.0	1.0	GCA_016653855.1_ASM1665385v1_translated_cds_ipi_7	ipi	GCA_016653855	MW286157.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus sf23	Escherichia
GCA_016653855.1_ASM1665385v1_translated_cds	lcl|MW286157.1_prot_QQM15755.1_190	ipi	190	ADF/Anti_RM/ipi	GCA_016653855.1_ASM1665385v1_translated_cds_ipi_7	1	1	1.0	1	ipi	mandatory	94	1.1e-52	170.0	1.0	1.0	1	94	QQM15755.1	ipi	1	73.0	1.0	2.0	GCA_016653855.1_ASM1665385v1_translated_cds_acb1_1|GCA_016653855.1_ASM1665385v1_translated_cds_acb2_2	acb1|acb2	GCA_016653855	MW286157.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus sf23	Escherichia
GCA_016653855.1_ASM1665385v1_translated_cds	lcl|MW286157.1_prot_QQM15775.1_210	acb2	210	ADF/Anti_CBASS/acb2	GCA_016653855.1_ASM1665385v1_translated_cds_acb2_2	1	1	1.0	1	acb2	mandatory	88	6.4e-14	46.3	0.916	0.943	4	86	QQM15775.1	acb2	1	9953.0	1.0	1.0	GCA_016653855.1_ASM1665385v1_translated_cds_ipi_7	ipi	GCA_016653855	MW286157.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus sf23	Escherichia
GCA_016835395.1_ASM1683539v1_translated_cds	lcl|MN988500.1_prot_QIG68872.1_20	acb1	20	ADF/Anti_CBASS/acb1	GCA_016835395.1_ASM1683539v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	615	9.9e-18	56.6	0.725	0.193	489	607	QIG68872.1	acb1	1						GCA_016835395	MN988500.1	Viruses	Uroviricota	Caudoviricetes				Kleczkowskavirus	Rhizobium phage RHph_Y55	Rhizobium
GCA_016653955.1_ASM1665395v1_translated_cds	lcl|MW388004.1_prot_QQM18613.1_120	atd1	120	ADF/Anti_Thoeris/atd1	GCA_016653955.1_ASM1665395v1_translated_cds_atd1_2	1	1	1.0	1	atd1	mandatory	208	3.2e-21	69.3	0.931	0.38	2	80	QQM18613.1	atd1	1	14407.0					GCA_016653955	MW388004.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Twarogvirinae	Hadassahvirus	Acinetobacter phage Morttis	Acinetobacter
GCA_016653955.1_ASM1665395v1_translated_cds	lcl|MW388004.1_prot_QQM18645.1_152	acb1	152	ADF/Anti_CBASS/acb1	GCA_016653955.1_ASM1665395v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	152	9e-63	204.4	0.993	0.993	1	151	QQM18645.1	acb1	1	14407.0					GCA_016653955	MW388004.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Twarogvirinae	Hadassahvirus	Acinetobacter phage Morttis	Acinetobacter
GCA_016835445.1_ASM1683544v1_translated_cds	lcl|MN988515.1_prot_QIG70188.1_88	acb1	88	ADF/Anti_CBASS/acb1	GCA_016835445.1_ASM1683544v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	156	2.5e-20	66.7	0.922	0.891	17	155	QIG70188.1	acb1	1						GCA_016835445	MN988515.1	Viruses	Uroviricota	Caudoviricetes					Rhizobium phage RHph_N28_1	Rhizobium
GCA_016673705.1_ASM1667370v1_translated_cds	lcl|MW390886.1_prot_QQO41510.1_23	aca1	23	ADF/Anti_CRISPR/acrie3	GCA_016673705.1_ASM1667370v1_translated_cds_acrie3_2	1	1	1.5	1	aca1	accessory	74	8.7e-40	126.7	0.958	0.932	3	71	QQO41510.1	acrie3	3	513.0	1.0	1.0	GCA_016673705.1_ASM1667370v1_translated_cds_acrif4_3	acrif4	GCA_016673705	MW390886.1	Viruses	Uroviricota	Caudoviricetes				Casadabanvirus	Pseudomonas phage AIIMS-Pa-B1	Pseudomonas
GCA_016673705.1_ASM1667370v1_translated_cds	lcl|MW390886.1_prot_QQO41512.1_25	acrie3	25	ADF/Anti_CRISPR/acrie3	GCA_016673705.1_ASM1667370v1_translated_cds_acrie3_2	1	1	1.5	1	acrie3	mandatory	65	9.9e-46	145.8	0.941	0.985	1	64	QQO41512.1	acrie3	3	513.0	1.0	1.0	GCA_016673705.1_ASM1667370v1_translated_cds_acrif4_3	acrif4	GCA_016673705	MW390886.1	Viruses	Uroviricota	Caudoviricetes				Casadabanvirus	Pseudomonas phage AIIMS-Pa-B1	Pseudomonas
GCA_016673705.1_ASM1667370v1_translated_cds	lcl|MW390886.1_prot_QQO41510.1_23	aca1	23	ADF/Anti_CRISPR/acrif4	GCA_016673705.1_ASM1667370v1_translated_cds_acrif4_3	1	1	1.5	1	aca1	accessory	74	8.7e-40	126.7	0.958	0.932	3	71	QQO41510.1	acrif4	2	513.0	1.0	1.0	GCA_016673705.1_ASM1667370v1_translated_cds_acrie3_2	acrie3	GCA_016673705	MW390886.1	Viruses	Uroviricota	Caudoviricetes				Casadabanvirus	Pseudomonas phage AIIMS-Pa-B1	Pseudomonas
GCA_016673705.1_ASM1667370v1_translated_cds	lcl|MW390886.1_prot_QQO41511.1_24	acrif4	24	ADF/Anti_CRISPR/acrif4	GCA_016673705.1_ASM1667370v1_translated_cds_acrif4_3	1	1	1.5	1	acrif4	mandatory	100	8.6e-60	191.2	1.0	0.99	2	100	QQO41511.1	acrif4	2	513.0	1.0	1.0	GCA_016673705.1_ASM1667370v1_translated_cds_acrie3_2	acrie3	GCA_016673705	MW390886.1	Viruses	Uroviricota	Caudoviricetes				Casadabanvirus	Pseudomonas phage AIIMS-Pa-B1	Pseudomonas
GCA_016835545.1_ASM1683554v1_translated_cds	lcl|MN988547.1_prot_QIG75589.1_18	acb2	18	ADF/Anti_CBASS/acb2	GCA_016835545.1_ASM1683554v1_translated_cds_acb2_1	1	1	1.0	1	acb2	mandatory	111	1.8e-09	31.5	0.916	0.631	34	103	QIG75589.1	acb2	1	7339.0	1.0	1.0	GCA_016835545.1_ASM1683554v1_translated_cds_tad2_acriia7_2	tad2_acriia7	GCA_016835545	MN988547.1	Viruses	Uroviricota	Caudoviricetes					Rhizobium phage RHph_Y2_11	Rhizobium
GCA_016835545.1_ASM1683554v1_translated_cds	lcl|MN988547.1_prot_QIG75603.1_32	acriia7	32	ADF/Anti_Thoeris/tad2_acriia7	GCA_016835545.1_ASM1683554v1_translated_cds_tad2_acriia7_2	1	1	0.8	1	tad2	mandatory	100	9.5e-33	105.9	0.669	1.0	1	100	QIG75603.1	tad2_acriia7	1	7339.0	1.0	1.0	GCA_016835545.1_ASM1683554v1_translated_cds_acb2_1	acb2	GCA_016835545	MN988547.1	Viruses	Uroviricota	Caudoviricetes					Rhizobium phage RHph_Y2_11	Rhizobium
GCA_016673725.1_ASM1667372v1_translated_cds	lcl|MW419084.1_prot_QQO40479.1_51	had1	51	ADF/Anti_Hachiman/had1	GCA_016673725.1_ASM1667372v1_translated_cds_had1_2	1	1	1.0	1	had1	mandatory	58	8.3e-35	112.8	0.981	0.914	1	53	QQO40479.1	had1	1	46547.0					GCA_016673725	MW419084.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae		Bacillus phage 000TH008	Bacillus
GCA_016673725.1_ASM1667372v1_translated_cds	lcl|MW419084.1_prot_QQO40564.1_136	apyc1	136	ADF/Anti_Pycsar/apyc1	GCA_016673725.1_ASM1667372v1_translated_cds_apyc1_1	1	1	1.0	1	apyc1	mandatory	251	9.8e-94	307.9	0.792	0.996	1	250	QQO40564.1	apyc1	1	46547.0					GCA_016673725	MW419084.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae		Bacillus phage 000TH008	Bacillus
GCA_016835555.1_ASM1683555v1_translated_cds	lcl|MN988548.1_prot_QIG75757.1_18	acb2	18	ADF/Anti_CBASS/acb2	GCA_016835555.1_ASM1683555v1_translated_cds_acb2_1	1	1	1.0	1	acb2	mandatory	111	1.8e-09	31.5	0.916	0.631	34	103	QIG75757.1	acb2	1	7339.0	1.0	1.0	GCA_016835555.1_ASM1683555v1_translated_cds_tad2_acriia7_2	tad2_acriia7	GCA_016835555	MN988548.1	Viruses	Uroviricota	Caudoviricetes					Rhizobium phage RHph_Y2_17_1	Rhizobium
GCA_016835555.1_ASM1683555v1_translated_cds	lcl|MN988548.1_prot_QIG75771.1_32	acriia7	32	ADF/Anti_Thoeris/tad2_acriia7	GCA_016835555.1_ASM1683555v1_translated_cds_tad2_acriia7_2	1	1	0.8	1	tad2	mandatory	100	9.5e-33	105.9	0.669	1.0	1	100	QIG75771.1	tad2_acriia7	1	7339.0	1.0	1.0	GCA_016835555.1_ASM1683555v1_translated_cds_acb2_1	acb2	GCA_016835555	MN988548.1	Viruses	Uroviricota	Caudoviricetes					Rhizobium phage RHph_Y2_17_1	Rhizobium
GCA_016673735.1_ASM1667373v1_translated_cds	lcl|MW419085.1_prot_QQO40745.1_51	had1	51	ADF/Anti_Hachiman/had1	GCA_016673735.1_ASM1667373v1_translated_cds_had1_2	1	1	1.0	1	had1	mandatory	58	8.3e-35	112.8	0.981	0.914	1	53	QQO40745.1	had1	1	46548.0					GCA_016673735	MW419085.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae		Bacillus phage 000TH009	Bacillus
GCA_016673735.1_ASM1667373v1_translated_cds	lcl|MW419085.1_prot_QQO40830.1_136	apyc1	136	ADF/Anti_Pycsar/apyc1	GCA_016673735.1_ASM1667373v1_translated_cds_apyc1_1	1	1	1.0	1	apyc1	mandatory	251	9.8e-94	307.9	0.792	0.996	1	250	QQO40830.1	apyc1	1	46548.0					GCA_016673735	MW419085.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae		Bacillus phage 000TH009	Bacillus
GCA_016835565.1_ASM1683556v1_translated_cds	lcl|MN988549.1_prot_QIG75927.1_20	acb1	20	ADF/Anti_CBASS/acb1	GCA_016835565.1_ASM1683556v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	615	3.2e-18	58.2	0.732	0.195	488	607	QIG75927.1	acb1	1						GCA_016835565	MN988549.1	Viruses	Uroviricota	Caudoviricetes				Kleczkowskavirus	Rhizobium phage RHph_Y2_17_2	Rhizobium
GCA_016673745.1_ASM1667374v1_translated_cds	lcl|MW419086.1_prot_QQO40994.1_37	had1	37	ADF/Anti_Hachiman/had1	GCA_016673745.1_ASM1667374v1_translated_cds_had1_2	1	1	1.0	1	had1	mandatory	58	7.9e-35	112.8	0.981	0.914	1	53	QQO40994.1	had1	1	46536.0					GCA_016673745	MW419086.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae		Bacillus phage 015DV002	Bacillus
GCA_016673745.1_ASM1667374v1_translated_cds	lcl|MW419086.1_prot_QQO41077.1_123	apyc1	123	ADF/Anti_Pycsar/apyc1	GCA_016673745.1_ASM1667374v1_translated_cds_apyc1_1	1	1	1.0	1	apyc1	mandatory	251	2.4e-93	306.6	0.792	0.996	1	250	QQO41077.1	apyc1	1	46536.0					GCA_016673745	MW419086.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae		Bacillus phage 015DV002	Bacillus
GCA_016673755.1_ASM1667375v1_translated_cds	lcl|MW419087.1_prot_QQO41267.1_51	had1	51	ADF/Anti_Hachiman/had1	GCA_016673755.1_ASM1667375v1_translated_cds_had1_2	1	1	1.0	1	had1	mandatory	58	8.4e-35	112.8	0.981	0.914	1	53	QQO41267.1	had1	1	47925.0					GCA_016673755	MW419087.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae		Bacillus phage 015DV004	Bacillus
GCA_016673755.1_ASM1667375v1_translated_cds	lcl|MW419087.1_prot_QQO41357.1_142	apyc1	142	ADF/Anti_Pycsar/apyc1	GCA_016673755.1_ASM1667375v1_translated_cds_apyc1_1	1	1	1.0	1	apyc1	mandatory	251	1.1e-93	307.8	0.792	0.996	1	250	QQO41357.1	apyc1	1	47925.0					GCA_016673755	MW419087.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae		Bacillus phage 015DV004	Bacillus
GCA_016835585.1_ASM1683558v1_translated_cds	lcl|MN988554.1_prot_QIG76480.1_34	acb1	34	ADF/Anti_CBASS/acb1	GCA_016835585.1_ASM1683558v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	612	7e-19	60.2	0.824	0.216	471	602	QIG76480.1	acb1	1						GCA_016835585	MN988554.1	Viruses	Uroviricota	Caudoviricetes					Rhizobium phage RHph_I72	Rhizobium
GCA_000918315.1_ViralProj248632_translated_cds	lcl|KJ451625.1_prot_AHN66602.1_127	ntase	127	ADF/Anti_CBASS/ntase	GCA_000918315.1_ViralProj248632_translated_cds_ntase_2	1	1	1.0	1	ntase	mandatory	253	1.6e-100	329.6	0.825	0.941	12	249	AHN66602.1	ntase	1	10128.0					GCA_000918315	KJ451625.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Caeruleovirus	Caeruleovirus Bcp1	Bacillus
GCA_000918315.1_ViralProj248632_translated_cds	lcl|KJ451625.1_prot_AHN66615.1_140	tad1	140	ADF/Anti_Thoeris/tad1	GCA_000918315.1_ViralProj248632_translated_cds_tad1_3	1	1	1.0	1	tad1	mandatory	126	5.8e-51	165.5	1.0	0.929	10	126	AHN66615.1	tad1	1	10128.0					GCA_000918315	KJ451625.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Caeruleovirus	Caeruleovirus Bcp1	Bacillus
GCA_000918315.1_ViralProj248632_translated_cds	lcl|KJ451625.1_prot_AHN66701.1_228	apyc1	228	ADF/Anti_Pycsar/apyc1	GCA_000918315.1_ViralProj248632_translated_cds_apyc1_1	1	1	1.0	1	apyc1	mandatory	255	3.6e-38	125.2	0.747	0.914	3	235	AHN66701.1	apyc1	1	46255.0					GCA_000918315	KJ451625.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Caeruleovirus	Caeruleovirus Bcp1	Bacillus
GCA_009931805.1_ASM993180v1_translated_cds	lcl|MN882349.1_prot_QHJ73011.1_63	dam	63	ADF/Anti_RM/dam	GCA_009931805.1_ASM993180v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	270	1.4999999999999999e-96	317.1	0.996	0.993	2	269	QHJ73011.1	dam	1	19133.0					GCA_009931805	MN882349.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae		Krischvirus	Krischvirus gec3s	Escherichia
GCA_009931805.1_ASM993180v1_translated_cds	lcl|MN882349.1_prot_QHJ73071.1_123	dmd	123	ADF/Anti_TA/dmd	GCA_009931805.1_ASM993180v1_translated_cds_dmd_4	1	1	1.0	1	dmd	mandatory	64	3.5e-31	101.2	0.939	0.938	3	62	QHJ73071.1	dmd	1	726.0	1.0	1.0	GCA_009931805.1_ASM993180v1_translated_cds_acb1_1	acb1	GCA_009931805	MN882349.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae		Krischvirus	Krischvirus gec3s	Escherichia
GCA_009931805.1_ASM993180v1_translated_cds	lcl|MN882349.1_prot_QHJ73074.1_126	acb1	126	ADF/Anti_CBASS/acb1	GCA_009931805.1_ASM993180v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	154	2.4e-60	196.6	0.967	0.961	5	152	QHJ73074.1	acb1	1	726.0	1.0	1.0	GCA_009931805.1_ASM993180v1_translated_cds_dmd_4	dmd	GCA_009931805	MN882349.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae		Krischvirus	Krischvirus gec3s	Escherichia
GCA_009931805.1_ASM993180v1_translated_cds	lcl|MN882349.1_prot_QHJ73134.1_186	alt	186	ADF/Anti_TA/alt	GCA_009931805.1_ASM993180v1_translated_cds_alt_2	1	1	1.0	1	alt	mandatory	683	6.1e-125	412.2	0.98	0.959	28	682	QHJ73134.1	alt	1	52725.0					GCA_009931805	MN882349.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae		Krischvirus	Krischvirus gec3s	Escherichia
GCA_010121155.1_ASM1012115v1_translated_cds	lcl|MN895435.1_prot_QHR63640.1_29	dmd	29	ADF/Anti_TA/dmd	GCA_010121155.1_ASM1012115v1_translated_cds_dmd_6	1	1	1.0	1	dmd	mandatory	60	5.9e-35	113.2	0.939	1.0	1	60	QHR63640.1	dmd	1	2.0	1.0	2.0	GCA_010121155.1_ASM1012115v1_translated_cds_tifa_7|GCA_010121155.1_ASM1012115v1_translated_cds_adfa_3	adfa|tifa	GCA_010121155	MN895435.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus zeezee23	Escherichia
GCA_010121155.1_ASM1012115v1_translated_cds	lcl|MN895435.1_prot_QHR63641.1_30	tifa	30	ADF/Anti_TA/tifa	GCA_010121155.1_ASM1012115v1_translated_cds_tifa_7	1	1	1.0	1	tifa	mandatory	85	6.400000000000001e-48	154.6	1.0	0.976	1	83	QHR63641.1	tifa	1	2.0	1.0	2.0	GCA_010121155.1_ASM1012115v1_translated_cds_dmd_6|GCA_010121155.1_ASM1012115v1_translated_cds_adfa_3	adfa|dmd	GCA_010121155	MN895435.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus zeezee23	Escherichia
GCA_010121155.1_ASM1012115v1_translated_cds	lcl|MN895435.1_prot_QHR63643.1_32	adfa	32	ADF/Anti_DarTG/adfa	GCA_010121155.1_ASM1012115v1_translated_cds_adfa_3	1	1	1.0	1	adfa	mandatory	208	3.8e-134	438.6	1.0	1.0	1	208	QHR63643.1	adfa	1	354.0	1.0	2.0	GCA_010121155.1_ASM1012115v1_translated_cds_dmd_6|GCA_010121155.1_ASM1012115v1_translated_cds_tifa_7	dmd|tifa	GCA_010121155	MN895435.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus zeezee23	Escherichia
GCA_010121155.1_ASM1012115v1_translated_cds	lcl|MN895435.1_prot_QHR63698.1_87	arn	87	ADF/Anti_RM/arn	GCA_010121155.1_ASM1012115v1_translated_cds_arn_5	1	1	1.0	1	arn	mandatory	92	9.4e-63	202.9	1.0	1.0	1	92	QHR63698.1	arn	1	25721.0					GCA_010121155	MN895435.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus zeezee23	Escherichia
GCA_010121155.1_ASM1012115v1_translated_cds	lcl|MN895435.1_prot_QHR63753.1_142	alt	142	ADF/Anti_TA/alt	GCA_010121155.1_ASM1012115v1_translated_cds_alt_4	1	1	1.0	2	alt	mandatory	697	2.9999999999999997e-270	892.4	0.999	0.999	1	696	QHR63753.1	alt	2	35536.0					GCA_010121155	MN895435.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus zeezee23	Escherichia
GCA_010121155.1_ASM1012115v1_translated_cds	lcl|MN895435.1_prot_QHR63754.1_143	alt	143	ADF/Anti_TA/alt	GCA_010121155.1_ASM1012115v1_translated_cds_alt_4	1	1	1.0	2	alt	mandatory	685	1.1e-239	791.4	0.997	0.999	1	684	QHR63754.1	alt	2	35536.0					GCA_010121155	MN895435.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus zeezee23	Escherichia
GCA_010121155.1_ASM1012115v1_translated_cds	lcl|MN895435.1_prot_QHR63806.1_195	acb1	195	ADF/Anti_CBASS/acb1	GCA_010121155.1_ASM1012115v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	151	3.2999999999999995e-69	225.4	0.993	0.987	1	149	QHR63806.1	acb1	1	11031.0					GCA_010121155	MN895435.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus zeezee23	Escherichia
GCA_010121155.1_ASM1012115v1_translated_cds	lcl|MN895435.1_prot_QHR63830.1_219	acb2	219	ADF/Anti_CBASS/acb2	GCA_010121155.1_ASM1012115v1_translated_cds_acb2_2	1	1	1.0	1	acb2	mandatory	88	4.6e-14	46.8	0.916	0.943	4	86	QHR63830.1	acb2	1	11031.0					GCA_010121155	MN895435.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus zeezee23	Escherichia
GCA_010121165.1_ASM1012116v1_translated_cds	lcl|MN895437.1_prot_QHR64198.1_54	arn	54	ADF/Anti_RM/arn	GCA_010121165.1_ASM1012116v1_translated_cds_arn_3	1	1	1.0	1	arn	mandatory	92	9.2e-63	202.9	1.0	1.0	1	92	QHR64198.1	arn	1	34776.0					GCA_010121165	MN895437.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus teqskov	Escherichia
